text_asli,removed_noise,removed_alay,removed_stopwords
rt @wardayun: suasana kota magelang saat lockdown gerhana matahari total 11 juni 1983... https://t.co/icyaue4kt9,suasana kota magelang saat gerhana matahari total 11 juni 1983...,suasana kota magelang saat gerhana matahari total 11 juni 1983...,suasana kota magelang gerhana matahari total 11 juni 1983 ...
"rt @agama_nusantara: tanpa lockdown atau karantina, yogyakarta mulai membaik https://t.co/37j7b2gtcr","tanpa atau karantina, yogyakarta mulai membaik","tanpa atau karantina, yogyakarta mulai membaik","karantina , yogyakarta membaik"
"lockdown kagak, tes malas. jumlah tes kita tertinggal jauh di bawah. jumlah meninggal sudah terbanyak kedua di asia setelah china, mungkin segera menyalip. https://t.co/oeeyyfwatd","kagak, tes malas. jumlah tes kita tertinggal jauh di bawah. jumlah meninggal sudah terbanyak kedua di asia setelah china, mungkin segera menyalip.","kagak, tes malas. jumlah tes kita tertinggal jauh di bawah. jumlah meninggal sudah terbanyak kedua di asia setelah china, mungkin segera menyalip.",", tes malas . tes tertinggal . meninggal asia china , menyalip ."
"rt @vtrjcb: @jennyjusuf ya gitulah bule bule yang ga mau pulang ke negaranya pas pandemic, either mereka ga tahan lockdown atau ga punya ua…","ya gitulah bule bule yang ga mau pulang ke negaranya pas pandemic, either mereka ga tahan atau ga punya ua…","ya begitulah bule bule yang enggak mau pulang ke negaranya pas pandemic, either mereka enggak tahan atau enggak punya ua…","bule bule pulang negaranya pas pandemic , either tahan ua …"
"rt @putridelia99: kepalaku juga ikut mumet kok bah 😅

#lockdown
#dirumahaja https://t.co/lvnzgy8vjd","kepalaku juga ikut mumet kok bah 😅

#lockdown
#dirumahaja","kepalaku juga ikut mumet kok bah 😅

#lockdown
#dirumahaja","kepalaku mumet bah 😅 

 #lockdown 
 #dirumahaja"
"dubai berlakukan lockdown dua pekan, jeddah lockdown di tujuh wilayah https://t.co/quc9xhbjic #viruscorona","dubai berlakukan dua pekan, jeddah di tujuh wilayah #viruscorona","dubai berlakukan dua pekan, jeddah di tujuh wilayah #viruscorona","dubai berlakukan pekan , jeddah tujuh wilayah #viruscorona"
rt @divapijar72: singapura resmi melakukan semi lockdown selama satu bulan. pm lee hsien loong  memberikan arahan dan penjelasan pada rakya…,singapura resmi melakukan semi selama satu bulan. pm lee hsien loong memberikan arahan dan penjelasan pada rakya…,singapura resmi melakukan semi selama satu bulan. pm lee hsien loong memberikan arahan dan penjelasan pada rakya…,singapura resmi semi . pm lee hsien loong arahan penjelasan rakya …
"rt @hildaumairah: sampai bila lagi.. chomb dah rindu nak lepak kedai mamak dgn kawan2. minum teh tarik, mkn roti canai teloq, nasik kandaq,…","sampai bila lagi.. chomb dah rindu nak lepak kedai mamak dgn kawan2. minum teh tarik, mkn roti canai teloq, nasik kandaq,…","sampai bila lagi.. chomb deh rindu nak lepak kedai mamak dengan kawan2. minum teh tarik, makin roti canai teloq, nasik kandaq,…",".. chomb deh rindu lepak kedai mamak kawan2 . minum teh tarik , roti canai teloq , nasik kandaq , …"
"availlvcs real &amp; trusted💯
yng berminat serius , notipu
rr📩dm/wa📲0831-7778-5336
dijamin squirt💦
#aprilfoolsday #lockdown #bispakhot #abgbugil #abgnakal #abgbispak #openvcsreal #realangels #vcs #vcsreal #vcsbugil #vcscrot #vcswhatsapp #vcssange #vcsready
https://t.co/50a5zfrppz","availlvcs real &amp; trusted💯
yng berminat serius , notipu
rr📩dm/wa📲0831-7778-5336
dijamin squirt💦
#aprilfoolsday #lockdown #bispakhot #abgbugil #abgnakal #abgbispak #openvcsreal #realangels #vcs #vcsreal #vcsbugil #vcscrot #vcswhatsapp #vcssange","availlvcs real &amp; trusted💯
yng berminat serius , notipu
rr📩dm/wa📲0831-7778-5336
dijamin squirt💦
#aprilfoolsday #lockdown #bispakhot #abgbugil #abgnakal #abgbispak #openvcsreal #realangels #vcs #vcsreal #vcsbugil #vcscrot #vcswhatsapp #vcssange","availlvcs real & amp ; trusted 💯 
 yng berminat serius , notipu 
 rr 📩 dm / wa 📲 0831 - 7778 - 5336 
 dijamin squirt 💦 
 #aprilfoolsday #lockdown #bispakhot #abgbugil #abgnakal #abgbispak #openvcsreal #realangels #vcs #vcsreal #vcsbugil #vcscrot #vcswhatsapp #vcssange"
"akibat kerajaan ph mengizinkan perhimpunan tabligh dahulu kemungkinan jumlah yang terdedah kepada virus covid19 boleh menjejak kepada 40k! tu belum.masuk pelancung dari china ok! makin sambungla lockdown!

https://t.co/5w47n8cpjm",akibat kerajaan ph mengizinkan perhimpunan tabligh dahulu kemungkinan jumlah yang terdedah kepada virus covid19 boleh menjejak kepada 40k! tu belum.masuk pelancung dari china ok! makin sambungla,akibat kerajaan ph mengizinkan perhimpunan tabligh dahulu kemungkinan jumlah yang terdedah kepada virus covid19 boleh menjejak kepada 40k! itu belum.masuk pelancung dari china ok! makin sambungla,akibat kerajaan ph mengizinkan perhimpunan tabligh terdedah virus covid19 menjejak 40k ! belum.masuk pelancung china ok ! sambungla
"ketegasan ketua rw kampung jaha bekasi, terapkan lockdown lokal, batalkan tiga acara resepsi warga https://t.co/af3hzm44ye via @tribunnews","ketegasan ketua rw kampung jaha bekasi, terapkan lokal, batalkan tiga acara resepsi warga via","ketegasan ketua rw kampung jaha bekasi, terapkan lokal, batalkan tiga acara resepsi warga via","ketegasan ketua rw kampung jaha bekasi , terapkan lokal , batalkan acara resepsi warga via"
@windyvella iyooo efek lockdown 😂 https://t.co/rquzp47wma,iyooo efek 😂,iyooo efek 😂,iyooo efek 😂
@babengno semenjak lockdown jadi lupa hari,semenjak jadi lupa hari,semenjak jadi lupa hari,semenjak lupa
"@alissawahid @mrshananto @jokowi kritik  bs dimulai dgn  bahasa yg lugas dan alasan yg jelas serta alternatif solusi secara komprehensif. misal kalau minta solusi lockdown hrs disertakan kajian scr epidemiologi dan sosial, lalu bandingkan untung ruginya. dengan itu  masyarakat akan diajar cara kritik yg baik.","kritik bs dimulai dgn bahasa yg lugas dan alasan yg jelas serta alternatif solusi secara komprehensif. misal kalau minta solusi hrs disertakan kajian scr epidemiologi dan sosial, lalu bandingkan untung ruginya. dengan itu masyarakat akan diajar cara kritik yg baik.","kritik bisa dimulai dengan bahasa yang lugas dan alasan yang jelas serta alternatif solusi secara komprehensif. misal kalau meminta solusi harus disertakan kajian secara epidemiologi dan sosial, lalu bandingkan untung ruginya. dengan itu masyarakat akan diajar cara kritik yang baik.","kritik bahasa lugas alasan alternatif solusi komprehensif . solusi disertakan kajian epidemiologi sosial , bandingkan untung ruginya . masyarakat diajar kritik ."
"... opo aku salah
yen aku crito opo  anane
wong sing neng sandingmu
ben melu krungu piye tenane ....

#ambyar 
#covid2019 
#lovestory 
#lockdown","... opo aku salah
yen aku crito opo anane
wong sing neng sandingmu
ben melu krungu piye tenane ....

#ambyar #covid2019 #lovestory #lockdown","... opo aku salah
yen aku crito opo anane
wong sing neng sandingmu
ben melu krungu piye tenane ....

#ambyar #covid2019 #lovestory #lockdown","... opo salah 
 yen crito opo anane 
 sing neng sandingmu 
 ben melu krungu piye tenane .... 

 #ambyar #covid2019 #lovestory #lockdown"
rt @fadlizon: artikel menarik bahwa jumlah kematian krn covid-19 di jakarta kemungkinan jauh lebih besar dr yg resmi dilaporkan pemerintah…,artikel menarik bahwa jumlah kematian krn covid-19 di jakarta kemungkinan jauh lebih besar dr yg resmi dilaporkan pemerintah…,artikel menarik bahwa jumlah kematian karena covid-19 di jakarta kemungkinan jauh lebih besar dari yang resmi dilaporkan pemerintah…,artikel menarik kematian covid - 19 jakarta resmi dilaporkan pemerintah …
"@h_afgan @kompascom mengada2. otg masih pertanyaan, apakah dia menularkan. yang pasti itu alasan pemerintah tak berani lockdown total. yang terinfeksi, secara umum akan menampakkan gejala minimal dalam 5 hari. lockdown 14 hari adalah solusi termurah.","mengada2. otg masih pertanyaan, apakah dia menularkan. yang pasti itu alasan pemerintah tak berani total. yang terinfeksi, secara umum akan menampakkan gejala minimal dalam 5 hari. 14 hari adalah solusi termurah.","mengada2. otg masih pertanyaan, apakah dia menularkan. yang pasti itu alasan pemerintah tak berani total. yang terinfeksi, secara umum akan menampakkan gejala minimal dalam 5 hari. 14 hari adalah solusi termurah.","mengada2 . otg , menularkan . alasan pemerintah berani total . terinfeksi , menampakkan gejala minimal 5 . 14 solusi termurah ."
rspad yang merupakan rumah sakit rujukan pun membutuhkan mesin x-ray untuk pasien menangani covid-19. #italialockdown https://t.co/ljjbodf6xg,rspad yang merupakan rumah sakit rujukan pun membutuhkan mesin x-ray untuk pasien menangani covid-19. #italialockdown,rspad yang merupakan rumah sakit rujukan pun membutuhkan mesin x-ray untuk pasien menangani covid-19. #italialockdown,rspad rumah sakit rujukan membutuhkan mesin x - ray pasien menangani covid - 19 . #italialockdown
@kimndah_ wish me luck kak semoga kali ini aku beruntung kuota udah sekarat aja mau dipake belajar online ;( mana uang jajan ikut kena lockdown 😭 makasi banyak kak udah ngadain giveaway semoga rezeki kakak lancar 💜💜 syggg doain aku🙏 @bts_twt https://t.co/c72tcrnpe2,wish me luck kak semoga kali ini aku beruntung kuota udah sekarat aja mau dipake belajar online ;( mana uang jajan ikut kena 😭 makasi banyak kak udah ngadain giveaway semoga rezeki kakak lancar 💜💜 syggg doain aku🙏,wish me luck kak semoga kali ini aku beruntung kuota sudah sekarat saja mau dipakai belajar online ;( mana uang jajan ikut kena 😭 terima kasih banyak kak sudah mengadakan giveaway semoga rezeki kakak lancar 💜💜 syggg doain aku🙏,wish me luck kak semoga kali beruntung kuota sekarat dipakai belajar online ; ( uang jajan kena 😭 terima kasih kak mengadakan giveaway semoga rezeki kakak lancar 💜 💜 syggg doain 🙏
"rt @sindonews: korban meninggal 4.313, lockdown di inggris diperkirakan hingga akhir mei https://t.co/hhmqjfeiwl","korban meninggal 4.313, di inggris diperkirakan hingga akhir mei","korban meninggal 4.313, di inggris diperkirakan hingga akhir mei","korban meninggal 4.313 , inggris mei"
"korban meninggal 4.313, lockdown di inggris diperkirakan hingga akhir mei https://t.co/hhmqjfeiwl","korban meninggal 4.313, di inggris diperkirakan hingga akhir mei","korban meninggal 4.313, di inggris diperkirakan hingga akhir mei","korban meninggal 4.313 , inggris mei"
"rt @mas__piyuuu: akhirnya ada yang berani menentang ""lord luhut""! larangan lockdown, bupati papua minta luhut tak bicara sembarangan: ini r…","akhirnya ada yang berani menentang ""lord luhut""! larangan lockdown, bupati papua minta luhut tak bicara sembarangan: ini r…","akhirnya ada yang berani menentang ""lord luhut""! larangan lockdown, bupati papua meminta luhut tak bicara sembarangan: ini r…","berani menentang "" lord luhut "" ! larangan , bupati papua luhut bicara sembarangan : r …"
"@bochucho @detikcom cuma goceng bang,10 kali lebih murah dr harga paket internet lu sebulan.... pantes pemerintah pusat ga sanggup lockdown klo mental miskinnya separah iniii","cuma goceng bang,10 kali lebih murah dr harga paket internet lu sebulan.... pantes pemerintah pusat ga sanggup klo mental miskinnya separah iniii","cuma goceng bang,10 kali lebih murah dari harga paket internet lu sebulan.... pantas pemerintah pusat enggak sanggup kalo mental miskinnya separah ini","goceng bang,10 kali murah harga paket internet sebulan .... pemerintah pusat sanggup mental miskinnya separah"
"@rosi_suharto @elisa_jkt @nephilaxmus @aniesbaswedan @ridwankamil knp ga suruh jokowi lockdown aja, di india lockdown bisa mengurangi angka kematian dan mengurangi penularan","knp ga suruh jokowi aja, di india bisa mengurangi angka kematian dan mengurangi penularan","kenapa enggak suruh jokowi aja, di india bisa mengurangi angka kematian dan mengurangi penularan","suruh jokowi , india mengurangi angka kematian mengurangi penularan"
"hai irfaul aziz, waktunya  nanti malam libur :) 
#ayolahwfh
#lockdown https://t.co/t4dqkfjczj","hai irfaul aziz, waktunya nanti malam libur :) #ayolahwfh
#lockdown","hai irfaul aziz, waktunya nanti malam libur :) #ayolahwfh
#lockdown","hai irfaul aziz , malam libur :) #ayolahwfh 
 #lockdown"
"@adarwis @davemanullang yaudah, gausah lockdown.. social distancing aja, kerja dll.kaya biasa.. kecuali kalo angka kasusnya udah 100ribu ya baru boleh deh ya atau yg mati udah 10ribuan.. gitu?","yaudah, gausah lockdown.. social distancing aja, kerja dll.kaya biasa.. kecuali kalo angka kasusnya udah 100ribu ya baru boleh deh ya atau yg mati udah 10ribuan.. gitu?","yaudah, enggak usah lockdown.. social distancing aja, kerja dll.kaya biasa.. kecuali kalo angka kasusnya sudah 100ribu ya baru boleh deh ya atau yang mati sudah 10ribuan.. gitu?","yaudah , .. social distancing , kerja dll.kaya .. kecuali angka kasusnya 100 ribu deh mati 10 ribuan .. gitu ?"
"tangi gasik 😱🙌🥰
.
.
.
adalah suatu pencapaian luar biasa ditengah #lockdown","tangi gasik 😱🙌🥰
.
.
.
adalah suatu pencapaian luar biasa ditengah #lockdown","tangi gasik 😱🙌🥰
.
.
.
adalah suatu pencapaian luar biasa ditengah #lockdown","tangi gasik 😱 🙌 🥰 
 . 
 . 
 . 
 pencapaian ditengah #lockdown"
"@zabidilatir @amalliaauli mergo lockdown, opo wae tak dol","mergo lockdown, opo wae tak dol","mergo lockdown, opo wae tak dol","mergo , opo wae dol"
"tantangan terbesar dan terhebat dalam hidup bukan hanya perjuangan dalam meraih cita-cita, tapi disaat kita melawan kemalasan diri sendiri. selamat pagi dan selamat beraktivitas cuy. 

#lockdown

@pelangipuisi","tantangan terbesar dan terhebat dalam hidup bukan hanya perjuangan dalam meraih cita-cita, tapi disaat kita melawan kemalasan diri sendiri. selamat pagi dan selamat beraktivitas cuy.","tantangan terbesar dan terhebat dalam hidup bukan hanya perjuangan dalam meraih cita-cita, tapi disaat kita melawan kemalasan diri sendiri. selamat pagi dan selamat beraktivitas cuy.","tantangan terbesar terhebat hidup perjuangan meraih cita-cita , disaat melawan kemalasan . selamat pagi selamat beraktivitas ."
@youngscrap visiting kfc #lockdown,visiting kfc #lockdown,visiting kfc #lockdown,visiting kfc #lockdown
